"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"1132502101","1132502","11325021","1","1","34","06","3","11325","02","1","01","3","5","116","01408",6402
"1132502102","1132502","11325021","2","2","40","","","11325","02","1","02","3","5","116","01408",6402
"1132502103","1132502","11325021","3","1","15","","","11325","02","1","03","3","5","116","01408",6402
"1132502104","1132502","11325021","3","1","13","","","11325","02","1","04","3","5","116","01408",6402
"1132502105","1132502","11325021","3","1","11","","","11325","02","1","05","3","5","116","01408",6402
"1132607101","1132607","11326071","1","1","50","02","6","11326","07","1","01","3","6","153","01813",2357
"1132702101","1132702","11327021","1","1","48","03","3","11327","02","1","01","1","3","004","00012",1381
"1132702102","1132702","11327021","2","2","43","","","11327","02","1","02","1","3","004","00012",1381
"1132702103","1132702","11327021","3","2","26","","","11327","02","1","03","1","3","004","00012",1381
"1132702104","1132702","11327021","3","1","21","","","11327","02","1","04","1","3","004","00012",1381
"1132702105","1132702","11327021","4","2","07","","","11327","02","1","05","1","3","004","00012",1381
"1132702106","1132702","11327021","4","2","02","","","11327","02","1","06","1","3","004","00012",1381
"1132801101","1132801","11328011","1","1","67","02","2","11328","01","1","01","4","3","187","02148",1543
"1132801102","1132801","11328011","2","2","60","","","11328","01","1","02","4","3","187","02148",1543
"1132801103","1132801","11328011","4","1","14","","","11328","01","1","03","4","3","187","02148",1543
"1132905101","1132905","11329051","1","1","50","02","6","11329","05","1","01","1","6","132","01547",1533
"1132905102","1132905","11329051","5","2","50","","","11329","05","1","02","1","6","132","01547",1533
"1132905103","1132905","11329051","5","2","30","","","11329","05","1","03","1","6","132","01547",1533
"1132905104","1132905","11329051","5","1","10","","","11329","05","1","04","1","6","132","01547",1533
"1133011101","1133011","11330111","1","1","36","03","3","11330","11","1","01","2","1","012","00143",609
"1133011102","1133011","11330111","2","2","42","","","11330","11","1","02","2","1","012","00143",609
"1133101101","1133101","11331011","1","1","57","08","5","11331","01","1","01","1","1","009","00065",3558
"1133101102","1133101","11331011","2","2","52","","","11331","01","1","02","1","1","009","00065",3558
"1133101103","1133101","11331011","3","2","15","","","11331","01","1","03","1","1","009","00065",3558
"1133101104","1133101","11331011","3","1","23","","","11331","01","1","04","1","1","009","00065",3558
"1133210101","1133210","11332101","1","1","48","03","3","11332","10","1","01","4","3","003","00008",1437
"1133210102","1133210","11332101","2","2","43","","","11332","10","1","02","4","3","003","00008",1437
"1133210103","1133210","11332101","3","1","13","","","11332","10","1","03","4","3","003","00008",1437
"1133210104","1133210","11332101","3","2","06","","","11332","10","1","04","4","3","003","00008",1437
"1133301101","1133301","11333011","1","2","63","02","6","11333","01","1","01","2","5","097","01166",1711
"1133404101","1133404","11334041","1","1","66","02","6","11334","04","1","01","4","3","101","01218",1072
"1133404102","1133404","11334041","2","2","57","","","11334","04","1","02","4","3","101","01218",1072
"1133511101","1133511","11335111","1","1","59","02","3","11335","11","1","01","3","6","037","00442",5052
"1133511102","1133511","11335111","2","2","44","","","11335","11","1","02","3","6","037","00442",5052
"1133511103","1133511","11335111","3","1","22","","","11335","11","1","03","3","6","037","00442",5052
"1133604101","1133604","11336041","1","2","37","06","2","11336","04","1","01","2","6","129","01513",2829
"1133604102","1133604","11336041","3","2","19","","","11336","04","1","02","2","6","129","01513",2829
"1133604103","1133604","11336041","3","1","20","","","11336","04","1","03","2","6","129","01513",2829
"1133604104","1133604","11336041","3","1","04","","","11336","04","1","04","2","6","129","01513",2829
"1133718101","1133718","11337181","1","1","58","02","2","11337","18","1","01","3","3","088","01111",4301
"1133805101","1133805","11338051","1","2","84","00","0","11338","05","1","01","1","2","107","01304",3237
"1133918101","1133918","11339181","1","2","66","02","6","11339","18","1","01","4","5","118","01414",5277
"1133918102","1133918","11339181","3","1","27","","","11339","18","1","02","4","5","118","01414",5277
"1133918103","1133918","11339181","5","2","24","","","11339","18","1","03","4","5","118","01414",5277
"1133918104","1133918","11339181","4","2","01","","","11339","18","1","04","4","5","118","01414",5277
"1134019101","1134019","11340191","1","2","41","05","3","11340","19","1","01","4","3","101","01216",1115
"1134019102","1134019","11340191","3","2","16","","","11340","19","1","02","4","3","101","01216",1115
"1134019103","1134019","11340191","4","1","02","","","11340","19","1","03","4","3","101","01216",1115
"1134106101","1134106","11341061","1","1","38","03","3","11341","06","1","01","4","6","039","00450",4023
"1134106102","1134106","11341061","2","2","38","","","11341","06","1","02","4","6","039","00450",4023
"1134106103","1134106","11341061","3","2","18","","","11341","06","1","03","4","6","039","00450",4023
"1134106104","1134106","11341061","3","1","14","","","11341","06","1","04","4","6","039","00450",4023
"1134106105","1134106","11341061","3","1","13","","","11341","06","1","05","4","6","039","00450",4023
"1134106106","1134106","11341061","3","1","11","","","11341","06","1","06","4","6","039","00450",4023
"1134106107","1134106","11341061","5","1","21","","","11341","06","1","07","4","6","039","00450",4023
"1134106108","1134106","11341061","4","2","00","","","11341","06","1","08","4","6","039","00450",4023
"1134202101","1134202","11342021","1","1","29","08","4","11342","02","1","01","1","3","005","00044",882
"1134202102","1134202","11342021","5","2","22","","","11342","02","1","02","1","3","005","00044",882
"1134302101","1134302","11343021","1","2","56","08","4","11343","02","1","01","1","1","045","00532",2963
"1134302102","1134302","11343021","2","1","58","","","11343","02","1","02","1","1","045","00532",2963
"1134411101","1134411","11344111","1","2","64","02","4","11344","11","1","01","4","3","187","02149",1504
"1134411102","1134411","11344111","2","1","62","","","11344","11","1","02","4","3","187","02149",1504
"1134411103","1134411","11344111","3","2","40","","","11344","11","1","03","4","3","187","02149",1504
"1134411104","1134411","11344111","4","2","24","","","11344","11","1","04","4","3","187","02149",1504
"1134411105","1134411","11344111","4","2","20","","","11344","11","1","05","4","3","187","02149",1504
"1134411106","1134411","11344111","5","1","28","","","11344","11","1","06","4","3","187","02149",1504
"1134501101","1134501","11345011","1","2","80","02","1","11345","01","1","01","2","1","055","00825",1318
"1134501102","1134501","11345011","3","1","42","","","11345","01","1","02","2","1","055","00825",1318
"1134607101","1134607","11346071","1","1","60","07","3","11346","07","1","01","3","5","068","00928",1288
"1134607102","1134607","11346071","2","2","55","","","11346","07","1","02","3","5","068","00928",1288
"1134702101","1134702","11347021","1","2","85","08","4","11347","02","1","01","1","3","005","00042",1088
"1134702102","1134702","11347021","4","1","22","","","11347","02","1","02","1","3","005","00042",1088
"1134801101","1134801","11348011","1","1","53","08","4","11348","01","1","01","1","2","029","00314",1575
"1134801102","1134801","11348011","2","2","45","","","11348","01","1","02","1","2","029","00314",1575
"1134801103","1134801","11348011","3","1","21","","","11348","01","1","03","1","2","029","00314",1575
"1134905101","1134905","11349051","1","1","46","06","3","11349","05","1","01","1","4","049","00640",3566
"1134905102","1134905","11349051","2","2","45","","","11349","05","1","02","1","4","049","00640",3566
"1134905103","1134905","11349051","3","2","20","","","11349","05","1","03","1","4","049","00640",3566
"1134905104","1134905","11349051","3","1","16","","","11349","05","1","04","1","4","049","00640",3566
"1135002101","1135002","11350021","1","1","47","03","3","11350","02","1","01","1","6","183","02117",2111
"1135002102","1135002","11350021","2","2","50","","","11350","02","1","02","1","6","183","02117",2111
"1135002103","1135002","11350021","3","2","22","","","11350","02","1","03","1","6","183","02117",2111
"1135002104","1135002","11350021","3","2","18","","","11350","02","1","04","1","6","183","02117",2111
"1135105101","1135105","11351051","1","1","52","08","5","11351","05","1","01","1","2","106","01278",3197
"1135105102","1135105","11351051","2","2","39","","","11351","05","1","02","1","2","106","01278",3197
"1135105103","1135105","11351051","5","1","63","","","11351","05","1","03","1","2","106","01278",3197
"1135105104","1135105","11351051","5","1","16","","","11351","05","1","04","1","2","106","01278",3197
"1135105105","1135105","11351051","3","1","02","","","11351","05","1","05","1","2","106","01278",3197
"1135201101","1135201","11352011","1","1","79","03","3","11352","01","1","01","1","3","079","00987",9142
"1135201102","1135201","11352011","5","2","71","","","11352","01","1","02","1","3","079","00987",9142
"1135317101","1135317","11353171","1","1","43","00","0","11353","17","1","01","4","6","039","00452",3699
"1135317102","1135317","11353171","2","2","46","","","11353","17","1","02","4","6","039","00452",3699
"1135317103","1135317","11353171","3","2","16","","","11353","17","1","03","4","6","039","00452",3699
"1135404101","1135404","11354041","1","1","58","03","3","11354","04","1","01","2","5","094","01143",3880
"1135404102","1135404","11354041","2","2","56","","","11354","04","1","02","2","5","094","01143",3880
"1135501101","1135501","11355011","1","1","75","01","3","11355","01","1","01","1","2","162","01898",1567
"1135501102","1135501","11355011","2","2","61","","","11355","01","1","02","1","2","162","01898",1567
"1135603101","1135603","11356031","1","2","31","03","2","11356","03","1","01","1","3","078","00983",8197
"1135603102","1135603","11356031","2","1","29","","","11356","03","1","02","1","3","078","00983",8197
"1135603103","1135603","11356031","3","1","15","","","11356","03","1","03","1","3","078","00983",8197
"1135603104","1135603","11356031","3","1","14","","","11356","03","1","04","1","3","078","00983",8197
"1135704101","1135704","11357041","1","1","34","06","3","11357","04","1","01","4","6","130","01516",1778
"1135704102","1135704","11357041","2","2","33","","","11357","04","1","02","4","6","130","01516",1778
"1135704103","1135704","11357041","3","1","12","","","11357","04","1","03","4","6","130","01516",1778
"1135704104","1135704","11357041","3","2","11","","","11357","04","1","04","4","6","130","01516",1778
"1135704105","1135704","11357041","3","1","05","","","11357","04","1","05","4","6","130","01516",1778
"1135806101","1135806","11358061","1","2","68","02","6","11358","06","1","01","2","1","148","01739",2513
"1135806102","1135806","11358061","3","2","44","","","11358","06","1","02","2","1","148","01739",2513
"1135806103","1135806","11358061","4","1","23","","","11358","06","1","03","2","1","148","01739",2513
"1135806104","1135806","11358061","4","2","17","","","11358","06","1","04","2","1","148","01739",2513
"1135902101","1135902","11359021","1","1","44","08","5","11359","02","1","01","1","6","131","01517",1769
"1135902102","1135902","11359021","2","2","30","","","11359","02","1","02","1","6","131","01517",1769
"1135902103","1135902","11359021","3","1","04","","","11359","02","1","03","1","6","131","01517",1769
"1135902104","1135902","11359021","3","2","02","","","11359","02","1","04","1","6","131","01517",1769
"1136004101","1136004","11360041","1","1","80","03","3","11360","04","1","01","1","2","030","00327",1676
"1136004102","1136004","11360041","3","2","49","","","11360","04","1","02","1","2","030","00327",1676
"1136101101","1136101","11361011","1","2","53","08","4","11361","01","1","01","1","4","048","00597",2967
"1136101102","1136101","11361011","3","2","25","","","11361","01","1","02","1","4","048","00597",2967
"1136101103","1136101","11361011","3","2","24","","","11361","01","1","03","1","4","048","00597",2967
